1,8826,32183,20831,23068,125246,0,0,0,210154
2,4763,86,779,592,640,0,0,5191,24102
3,2465,7,427,400,70,0,0,2795,18492
4,0,8,321,343,18,0,0,2168,11432
5,0,2,272,225,10,0,0,1582,10455
6,0,1,189,159,2,0,0,1361,10272
7,0,0,137,124,2,0,0,1139,9814
8,0,0,80,101,1,0,0,2031,17704
9,0,0,56,59,4,0,0,725,7596
10,0,0,45,43,0,0,0,371,4590
11,0,0,28,25,1,0,0,236,3190
12,0,0,15,24,1,0,0,189,2748
13,0,0,15,26,1,0,0,149,2483
14,0,0,19,20,1,0,0,141,2534
15,0,0,8,11,0,0,0,114,1995
16,0,0,13,7,0,0,0,64,1344
17,0,0,6,10,0,0,0,64,1360
18,0,0,3,8,0,0,0,57,1224
19,0,0,3,3,1,0,0,46,1007
20,0,0,1,3,0,0,0,44,960
21,0,0,7,5,0,0,0,44,1176
22,0,0,3,5,0,0,0,34,924
23,0,0,1,2,0,0,0,26,667
24,0,0,3,3,0,0,0,30,864
25,0,0,0,3,0,0,0,25,700
26,0,0,0,1,0,0,0,25,676
27,0,0,0,0,0,0,0,13,351
28,0,0,2,1,0,0,0,19,616
29,0,0,0,0,0,0,0,16,464
30,0,0,0,0,0,0,0,14,420
31,0,0,0,1,0,0,0,9,310
32,0,0,0,0,0,0,0,7,224
33,0,0,1,1,0,0,0,7,297
34,0,0,0,1,0,0,0,5,204
35,0,0,0,1,0,0,0,3,140
36,0,0,0,0,0,0,0,6,216
37,0,0,0,2,0,0,0,2,148
38,0,0,1,0,0,0,0,4,190
39,0,0,0,0,0,0,0,2,78
40,0,0,0,2,0,0,0,0,80
41,0,0,1,0,0,0,0,1,82
42,0,0,0,0,0,0,0,6,252
43,0,0,0,0,0,0,0,4,172
44,0,0,2,0,0,0,0,2,176
45,0,0,0,0,0,0,0,1,45
46,0,0,0,0,0,0,0,2,92
47,0,0,1,0,0,0,0,1,94
48,0,0,0,0,0,0,0,2,96
49,0,0,0,0,0,0,0,2,98
50,0,0,1,0,0,0,0,5,300
51,0,0,0,0,0,0,0,2,102
52,0,0,0,0,0,0,0,4,208
53,0,0,0,0,0,0,0,1,53
54,0,0,0,0,0,0,0,3,162
55,0,0,0,1,0,0,0,4,275
56,0,0,0,0,0,0,0,2,112
57,0,0,0,0,0,0,0,5,285
58,0,0,1,1,0,0,0,4,348
59,0,0,0,0,0,0,0,2,118
62,0,0,0,0,0,0,0,1,62
63,0,0,0,0,0,0,0,3,189
64,0,0,0,1,0,0,0,0,64
65,0,0,0,0,0,0,0,4,260
66,0,0,0,0,0,0,0,1,66
69,0,0,0,0,0,0,0,1,69
70,0,0,0,0,0,0,0,2,140
72,0,0,0,0,0,0,0,1,72
74,0,0,0,1,0,0,0,1,148
77,0,0,0,0,0,0,0,5,385
78,0,0,0,0,0,0,0,1,78
79,0,0,0,0,0,0,0,1,79
85,0,0,0,0,0,0,0,1,85
86,0,0,0,0,0,0,0,1,86
88,0,0,0,0,0,0,0,1,88
99,0,0,0,0,0,0,0,1,99
101,0,0,0,0,0,0,0,1,101
102,0,0,0,0,0,0,0,1,102
107,0,0,0,0,0,0,0,1,107
109,0,0,1,0,0,0,0,2,327
113,0,0,0,0,0,0,0,1,113
124,0,0,0,0,0,0,0,1,124
137,0,0,0,0,0,0,0,1,137
152,0,0,0,0,0,0,0,1,152
686,0,0,0,0,0,0,0,1,686
191,0,0,0,0,0,0,0,1,191
192,0,0,0,0,0,0,0,1,192
195,0,0,0,0,0,0,0,2,390
207,0,0,0,0,0,0,0,1,207
224,0,0,0,0,0,0,0,1,224
229,0,0,0,0,0,0,0,1,229
333,0,0,0,0,0,0,0,1,333
